"ID","FLAG_OWN_CAR","FLAG_OWN_REALTY","CNT_CHILDREN","FLAG_WORK_PHONE","FLAG_PHONE","FLAG_EMAIL","CNT_FAM_MEMBERS","AGE","AMT_INCOME_TOTAL_LOG","INCOME_PER_FAMILY_MEMBER_LOG","EMPLOYMENT_RATIO","CREDIT_MATURITY","INCOME_PER_AGE_LOG","target_class","CODE_GENDER_M","NAME_INCOME_TYPE_Commercial.associate","NAME_INCOME_TYPE_State.servant","NAME_INCOME_TYPE_Working","NAME_EDUCATION_TYPE_Higher.education","NAME_EDUCATION_TYPE_Secondary...secondary.special","NAME_FAMILY_STATUS_Civil.marriage","NAME_FAMILY_STATUS_Married","NAME_FAMILY_STATUS_Separated","NAME_FAMILY_STATUS_Single...not.married","NAME_HOUSING_TYPE_House...apartment","OCCUPATION_TYPE_Core.staff","OCCUPATION_TYPE_Drivers","OCCUPATION_TYPE_Laborers","OCCUPATION_TYPE_Managers","OCCUPATION_TYPE_Retired","OCCUPATION_TYPE_Sales.staff","OCCUPATION_TYPE_Unknown"
"6747109",0,1,0,0,0,0,0.125,0.546747967479675,0.127506254381394,0.230569262663048,0.500561723974843,0.246073859677333,0.15704511401583,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"6780532",1,0,0.285714285714286,0,1,1,0.375,0.46070460704607,0.358094170109738,0.312968570696112,0.419305748589648,0.240981937074556,0.373638714004354,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"5290746",1,0,0,0,1,0,0.125,0.832712285456188,0.429151476150035,0.499281315633438,0,0.841185613978667,0.374553472006367,7,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"5526517",0,1,0.142857142857143,0,0,0,0.25,0.162037037037037,0.358094170109738,0.364023406768569,0.0702285604028687,0.177091708206035,0.445124332634002,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"6204795",1,1,0.285714285714286,0,0,1,0.375,0.302393857271906,0.448139331023075,0.393182342772354,0.105625673459377,0.286648442943667,0.486173810494711,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
"6652182",0,1,0,1,1,0,0.125,0.512364498644986,0.108518721475968,0.213654942346928,0.158921402200068,0.437958943024066,0.146794264680046,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"5148612",1,1,0.142857142857143,0,0,0,0.25,0.250621047877145,0.458719963273069,0.453663067326581,0.158146267659388,0.217559093101785,0.508212425831511,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"6037332",1,1,0,0,1,0,0.125,0.529019873532069,0.327384092147663,0.40862432298776,0.238053167312347,0.401779492951707,0.334025983877694,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"5559283",1,1,0,1,1,0,0.125,0.316508581752484,0.487457633085251,0.551222034998645,0.566425660154924,0.0718765074770863,0.517034446523718,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"5863604",0,1,0.285714285714286,0,0,0,0.375,0.405374887082204,0.358094170109738,0.312968570696112,0.723240997669999,0.0360722517017741,0.384844181052217,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"6108431",1,1,0.285714285714286,0,0,0,0.375,0.153850496838302,0.214230002399209,0.184813520499483,0.0242529233225256,0.187382751782173,0.322442423478033,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"5795294",1,1,0,0,0,0,0,0.390243902439024,0.429151476150035,0.622295827779658,0.0517034755173102,0.393096424934341,0.449843396812585,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"6723725",0,1,0,1,0,0,0,0.326614724480578,0.189295031343679,0.40862432298776,0.115833089802023,0.302835396901967,0.255362676828096,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"5415413",0,1,0,0,1,0,0.125,0.759541553748871,0.46547389080058,0.531638309295729,0,0.771721069839738,0.416549413784903,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"5010862",1,1,0.142857142857143,0,1,1,0.25,0.603206865401987,0.56724156994482,0.550336884114506,0.0531145817805483,0.586964678136892,0.529645357132519,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"6782968",1,0,0,0,0,0,0.125,0.537149954832882,0.46547389080058,0.531638309295729,0.0586952777536248,0.523020850083079,0.452655716278101,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"6689927",0,0,0,1,1,1,0.125,0.679990966576332,0.374477752424887,0.450576528541013,0.878708825173851,0.0500080398777938,0.349475143147356,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"5629033",1,1,0,0,0,0,0.125,0.536585365853659,0.327384092147663,0.40862432298776,0.0794234922147895,0.509245859462936,0.33265434059855,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"5585811",1,0,0,1,0,0,0.125,0.496443089430894,0.327384092147663,0.40862432298776,0.463074562379371,0.238087581068768,0.340059572294078,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
"5068224",1,1,0.142857142857143,0,0,0,0.125,0.348238482384824,0.340241527522222,0.420078040061732,0.427091918282942,0.161655142841829,0.381703134595374,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"5876401",0,1,0,0,0,0,0,0.404019873532069,0.384696474166644,0.58269394350681,0.307093729569394,0.26488717371496,0.408265454437754,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"6007543",0,1,0,0,0,0,0.125,0.829607046070461,0.346371893358675,0.425539121320112,0,0.838237658787586,0.302991347539806,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"5336939",0,0,0,1,1,0,0.125,0.445968834688347,0.327384092147663,0.40862432298776,0.415685561506925,0.233210055207161,0.349843943915693,7,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"6431155",0,1,0.142857142857143,1,0,0,0.25,0.64843044263776,0.320630190063355,0.330649806305081,0.63432823968213,0.213110360722517,0.307676754459969,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"5242817",0,1,0,0,1,1,0.125,0.608344625112918,0.144840545851958,0.246010884365435,0.0138750578580869,0.618641796644691,0.161446294778238,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"6606311",1,1,0,0,0,0,0.125,0.135840108401084,0.327384092147663,0.40862432298776,0.242434713692289,0.089296242697111,0.426353574529678,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"6780726",0,1,0,0,0,0,0.125,0.153963414634146,0.246607044439218,0.336666299533753,0.447337026998582,0.0247628236050812,0.350566056264308,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"6604287",1,1,0,0,1,0,0.125,0.757226738934056,0.384696474166644,0.459679628550482,0.454736653819418,0.411695342230798,0.346633947143774,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"5743811",0,1,0,0,0,0,0.125,0.787883920505872,0.29106182506756,0.376267592242842,0.100647757207084,0.717371495953261,0.260765173259577,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"5365352",1,1,0.142857142857143,1,1,1,0.25,0.22656955736224,0.358094170109738,0.364023406768569,0.183065079980729,0.186471565632202,0.42698766550288,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"5769494",0,1,0.142857142857143,0,0,0,0.25,0.33886630532972,0.36370640841778,0.369022898821592,0.250311752795694,0.245216272712655,0.404230827195937,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"6212885",0,0,0,0,0,0,0,0.261065943992773,0.358094170109738,0.558995792125638,0.26820978734671,0.176180522056065,0.418018984335284,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"5797283",0,1,0,0,0,1,0.125,0.148317524841915,0.384696474166644,0.459679628550482,0.0547458848504085,0.170606206785657,0.472376913403006,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"5169037",1,0,0.285714285714286,1,1,0,0.375,0.249717705510388,0.448139331023075,0.393182342772354,0.0801952294632484,0.251755373318326,0.499241458217302,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"6051351",0,1,0,0,0,0,0.125,0.564419602529359,0.481420144950433,0.545843672821346,0.0764514659111471,0.536152650479713,0.46167214622966,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"6428837",0,1,0.285714285714286,0,0,1,0.375,0.419263775971093,0.46547389080058,0.40862432298776,0.0665304129896789,0.411320147933751,0.475360261893107,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"6755027",0,1,0.285714285714286,0,1,0,0.375,0.487579042457091,0.346371893358675,0.302526210575825,0.0143029621770424,0.504850726268961,0.358251918146896,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5476622",0,1,0.571428571428571,1,1,0,0.625,0.39380081300813,0.358094170109738,0.241011486208478,0.0985272504446602,0.370852763038002,0.387282740598341,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1
"5837428",0,0,0,0,1,0,0.125,0.0518292682926829,0.29106182506756,0.376267592242842,0.192374712107241,0.0389666077075628,0.422999442501956,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"5024563",0,0,0,0,1,1,0,0.239668021680217,0.46547389080058,0.654652952902241,0.2625559541476,0.162191134694753,0.516929050332669,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"5116815",0,1,0,1,1,0,0,0.511122402890696,0.236388380948667,0.450576528541013,0.75194316868723,0.0675885726536957,0.258185070950865,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"6163215",0,1,0,0,0,0,0.125,0.53393179765131,0.384696474166644,0.459679628550482,0.190204119766523,0.436190169909417,0.382979090462357,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5095055",1,1,0,0,0,0,0.125,0.857892953929539,0.358094170109738,0.435981618018831,0,0.86509085061907,0.309316020493927,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"6277664",0,0,0,0,0,0,0,0.121668925022584,0.369164868198887,0.568857910784635,0.204605228502123,0.0918690035911454,0.467147210721335,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
"5668797",0,1,0,0,0,0,0,0.780939476061427,0.29106182506756,0.499281315633438,0.0478097145905078,0.753658144396205,0.261761632167174,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"5554953",0,1,0,0,0,0,0,0.286415989159892,0.358094170109738,0.558995792125638,0.134298221143719,0.25904486251809,0.411712148930304,7,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"5692049",1,1,0,1,0,0,0,0.621273712737127,0.160786572972437,0.383228110664183,0.130257784746493,0.549766843543978,0.173148885001925,7,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"6077292",0,1,0,0,0,0,0,0.78980352303523,0.384696474166644,0.58269394350681,0,0.800450233156456,0.341915712852859,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"6366657",0,0,0,0,1,0,0.125,0.774841915085817,0.327384092147663,0.40862432298776,0,0.786246449053974,0.294225578961595,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"5100031",0,0,0,1,1,0,0,0.531221770551039,0.340241527522222,0.54309210853162,0.615875276318825,0.163155920030016,0.34480746994674,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
"6498485",1,1,0,0,0,1,0.125,0.147244805781391,0.522786457283075,0.58269394350681,0.0845998500122181,0.158278394168409,0.592822562737651,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"5269231",1,0,0.285714285714286,1,1,0,0.375,0.319670280036134,0.481420144950433,0.422829585391,0.463227365418147,0.124778903360669,0.511043189986441,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"5796239",0,1,0,0,1,0,0.125,0.14622854561879,0.429151476150035,0.499281315633438,0.235466350969144,0.100123278126172,0.511680823656205,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"6510543",0,1,0,0,1,0,0.125,0.833954381210479,0.225617101665063,0.317968031450055,0,0.8423647960551,0.197397521244838,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"5235951",0,1,0,0,0,0,0.125,0.498701445347787,0.408161385806057,0.480582784634574,0.0244227945881369,0.509085061907059,0.409888736145788,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5820194",0,0,0,0,1,0,0.125,0.522414182475158,0.384696474166644,0.459679628550482,0.395843070455941,0.297100284075682,0.385077626798823,2,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
"5149952",0,1,0.142857142857143,0,0,0,0.25,0.18603206865402,0.189295031343679,0.213654942346928,0.331627437277494,0.0926193921852387,0.291350389075662,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
"5190048",1,1,0,0,0,0,0.125,0.0979561878952123,0.369164868198887,0.445843675769968,0.0283994041170677,0.133783566489789,0.474863265675195,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5957138",1,1,0.285714285714286,0,0,0,0.375,0.37962962962963,0.384696474166644,0.336666299533753,0.0550918850190379,0.381572600096479,0.413453719587451,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"6213220",0,1,0.142857142857143,0,0,0,0.25,0.418642728093948,0.327384092147663,0.336666299533753,0.161624880120564,0.357399367529614,0.355381122150648,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"6596760",0,1,0,0,0,0,0.125,0.860094850948509,0.408161385806057,0.480582784634574,0,0.867181218845474,0.352559904710776,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"5971924",1,1,0.285714285714286,0,0,1,0.375,0.297594850948509,0.384696474166644,0.336666299533753,0.301694026879622,0.188240338746851,0.432140542895055,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5417523",0,1,0.428571428571429,1,0,0,0.5,0.42846657633243,0.274450483781419,0.198857596844487,0.01416309665694,0.449375569491344,0.307335680445167,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5522381",0,0,0.142857142857143,0,0,0,0.25,0.452461607949413,0.327384092147663,0.336666299533753,0.150880291814169,0.392131639599078,0.348553915252944,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"5822329",0,1,0,0,1,0,0.125,0.564080849141825,0.46547389080058,0.531638309295729,0.244500616522811,0.425255936109771,0.447861334433754,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"5365464",0,1,0,0,0,0,0.125,0.347448057813911,0.246607044439218,0.336666299533753,0.602111099191078,0.0712333172535777,0.300448880701404,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"5474855",1,1,0,0,0,0,0.125,0.38109756097561,0.313639262993067,0.396380099954212,0.227963888277182,0.290239588358257,0.351335802456478,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5791895",0,1,0.285714285714286,0,0,0,0.375,0.301885727190605,0.29106182506756,0.253255446331942,0.166147114753935,0.256954494291687,0.349672883734387,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"5313639",1,1,0,0,1,0,0.125,0.579268292682927,0.512567706415466,0.573590791605373,0.225635038642353,0.449804362973683,0.486178248355411,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"6124160",0,1,0.142857142857143,0,0,1,0.25,0.168981481481481,0.246607044439218,0.264708933358816,0.350689515065578,0.072680495256472,0.346112489513689,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"6658384",0,1,0,0,1,0,0.125,0.173780487804878,0.313639262993067,0.396380099954212,0.326312064045092,0.085812295653106,0.403013118856879,3,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"6037460",0,1,0,0,0,0,0.125,0.38403342366757,0.29106182506756,0.376267592242842,0.0685388034047624,0.378356648978935,0.331069046928242,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
"6258817",0,1,0,0,0,0,0,0.0773486901535682,0.327384092147663,0.531638309295729,0.0176774119375908,0.118186203569706,0.445517884974725,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"5994314",0,1,0.142857142857143,0,1,0,0.25,0.633468834688347,0.29106182506756,0.304309831701923,0.358410753207062,0.399581926354719,0.284400848799192,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"6021734",0,1,0,0,0,0,0.125,0.596544715447154,0.189295031343679,0.285611651254969,0,0.616980221900627,0.202081732730209,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"6076516",1,1,0,1,0,0,0.125,0.481255645889792,0.327384092147663,0.40862432298776,0.446226328284594,0.238516374551107,0.342945944524263,2,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5344031",1,0,0,0,0,0,0.125,0.450146793134598,0.340241527522222,0.420078040061732,0.0672152611206568,0.438870129174037,0.360194870079262,5,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"6242908",1,1,0,0,0,0,0.125,0.541158536585366,0.429151476150035,0.499281315633438,0.0323524479718154,0.543602937235354,0.420340469684959,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"6428933",1,1,0,0,0,0,0.125,0.720246160794941,0.619510340910017,0.668858366989587,0.138879634990237,0.628557645923782,0.556392829754443,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"5314543",0,0,0.285714285714286,1,0,0,0.25,0.217479674796748,0.421018851924466,0.420078040061732,0.284082121425584,0.1358203355309,0.484163287212533,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0
"6261704",1,0,0.142857142857143,0,0,0,0.25,0.727359981933153,0.429151476150035,0.427322766347413,0.282121237945847,0.524789623197727,0.389739107107745,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"6525441",0,1,0,0,0,0,0,0.810862691960253,0.29106182506756,0.499281315633438,0,0.820442729270515,0.257508244742842,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
"5022789",0,0,0,0,0,0,0,0.275519421860885,0.29106182506756,0.499281315633438,0.0215237389444336,0.302192206678458,0.356094054463236,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
"5271278",0,1,0,0,0,0,0,0.521623757904246,0.225617101665063,0.440981141371326,0.254215426810103,0.385753336549284,0.246882664325292,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"5242205",0,1,0.142857142857143,0,0,1,0.25,0.0906729900632339,0.327384092147663,0.336666299533753,0.036315830502661,0.124296510693037,0.440962089281244,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"6035910",1,1,0.142857142857143,0,0,0,0.25,0.464656729900632,0.408161385806057,0.40862432298776,0.712697655785654,0.0700005359918529,0.416411564954664,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"5067771",0,1,0,1,0,1,0.125,0.143010388437218,0.29106182506756,0.376267592242842,0.0863693954680713,0.153829661789141,0.392551595712626,7,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"6109029",0,0,0.285714285714286,0,1,0,0.375,0.254516711833785,0.374477752424887,0.327563303306444,0.540656906931213,0.0480784692072681,0.43393667491602,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
"5243728",0,0,0.142857142857143,0,1,0,0.25,0.24610433604336,0.429151476150035,0.427322766347413,0.200790010915076,0.194725840167229,0.483658560234967,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
"5744107",0,1,0,1,0,0,0.125,0.603714995483288,0.327384092147663,0.40862432298776,0.14008104925116,0.527898375944685,0.320937084596611,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"5833635",0,1,0,0,0,0,0.125,0.49683830171635,0.384696474166644,0.459679628550482,0.227766939918983,0.382644583802326,0.389830564600858,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"5906572",0,0,0,0,0,0,0.125,0.524107949412827,0.30639406739053,0.389925908840994,0.162213327185259,0.445784424076754,0.31666831309625,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"6836569",0,1,0,1,1,0,0.125,0.53223803071364,0.374477752424887,0.450576528541013,0.120855790226546,0.478962319772739,0.374398530338844,2,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"6076610",0,1,0,0,0,0,0.125,0.858852755194219,0.246607044439218,0.336666299533753,0,0.866002036769041,0.212247388121034,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"5888616",1,1,0,0,0,0,0.125,0.218552393857272,0.29106182506756,0.376267592242842,0.0157907556311978,0.251380179021279,0.370838073334686,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
"6806419",0,0,0,0,1,0,0.125,0.448227190605239,0.246607044439218,0.336666299533753,0.275636223728248,0.316074395669186,0.27914784739862,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"5116163",0,1,0.285714285714286,0,0,0,0.375,0.136065943992773,0.246607044439218,0.213654942346928,0.0460224095672083,0.162673527362384,0.356027529842146,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"6577087",0,0,0,0,1,0,0.125,0.729618337850045,0.313639262993067,0.396380099954212,0,0.743313501634775,0.288941480217495,7,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
